caption,video_hd_url,video_preview_image_url,video_sd_url,watermarked_video_hd_url,watermarked_video_sd_url,start_date,end_date,title,text,page_like_count,post_url,cta_text,cta_type,days_since_start
www.zodiaconline.com,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/491482029_1199027398388025_1534899005336078057_n.?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=DsiDgWXAHt0Q7kNvwFo_uG3&_nc_oc=AdnMUsGrVOxzAxPYmhxSYdojmqwLjhnzxAMNrJwTHjq152wiYokIZ5pcBvfTWcubouo&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfK2CBT91d-DSjxGLz3Z8bjMGqcfncqDqj3cdLPbt01iYw&oe=6822AAAD,https://scontent.ftun20-1.fna.fbcdn.net/v/t39.35426-6/491898303_2050868858727470_7737042884093613538_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=tOjrrDS7VAoQ7kNvwGe9koj&_nc_oc=AdmZSvC1GMkSZZMChtzegUfWO0Afh6TjqrBn02cqMDxuZrGoj1CZXooKT_1S0TKSNzk&_nc_zt=14&_nc_ht=scontent.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfJkzz_TuP4Z8mg2opKAX8SKR2O8WDM3AeAUPFqkt9l9yQ&oe=6822A7AA,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/491552291_9828127080577198_5827793425921254724_n.mp4?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=M9Vik_STd4UQ7kNvwHIxtpx&_nc_oc=AdmX4p1t59VEBzVviT_aIlWG6y-8se_TO0o0VhKTcYkmzgUaeEjZRylInLSrgFk9P_g&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfKSa1tOqucLR_I5cEilxJ6qjCsmgA9QwWHwj4WDZU9YOQ&oe=682289EA,,,2025-04-20 07:00:00,2025-05-07 07:00:00,Super Soft Handfeel,Presenting Super Soft Polo T-Shirts Inspired By The Colours Of Summer On The Amalfi Coast.,175674,https://www.zodiaconline.com/z3-polo-garment-dyed-green-solid-tailored-fit-casual-cotton-t-shirt-13650-17745-co.html,Shop now,SHOP_NOW,17
https://www.underratedclub.com/collections/men-polo-t-shirts,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/491476584_1448284253019649_5032901076470765701_n.?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=-tPK2KOMHNgQ7kNvwG7clJW&_nc_oc=AdlvATO5LPmeCIsdHdvK8SCQ0sBxRcvZr-kJhoeP5R-VnWXf58-JLx5ibNbAbd7d3g0&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfK8oDYsGZVxV4dJcYgviTqE59HVjFTqg2NMHVq8Xdpt9g&oe=6822989B,https://scontent.ftun20-1.fna.fbcdn.net/v/t39.35426-6/492227885_1831488587760014_2916639657627095969_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Hoe1OBO-rLkQ7kNvwEiIsEH&_nc_oc=AdkukU2jVIipdqNfvIiHx7XVTRcq-bFzlJNgIQAbONQU7vrNGuSNhzjXCIoF9JNxghs&_nc_zt=14&_nc_ht=scontent.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfLeq2mvKmhPOzx_GwWqeuXfppjqJRDOXc0W3n0D6cc2CA&oe=6822A42E,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/484304966_681601847710835_2117587626548913248_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=v4xCw7Dm3w0Q7kNvwErxJrO&_nc_oc=AdnvE082xCg9LOFA6eCdwL6lm_nJ0ZbYw2YL8XFYBjZO0aYvNxyXQhKcj_taA9nnzvw&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfJ_6BhZNCpJF89rc1_TVjwXH_BjbTH3cnR1L4MaGXVDyA&oe=68227AE1,,,2025-04-17 07:00:00,2025-05-08 07:00:00,Free Shipping | COD Available,"Shop our long-sleeved polos for a smart-casual edge to your office fit. Stylish and comfy, these polos make their own rules!",125,https://www.underratedclub.com/collections/men-polo-t-shirts,Shop now,SHOP_NOW,21
www.myengyne.com,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/491488356_1062051529185547_9047563060958248611_n.?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=AY2mAA1TUmcQ7kNvwHsJ5Kd&_nc_oc=AdkuamrJNMEchN2DER80hd4rQ2rHfRuS3ud89RuTqxQNqhaJuo916xAdb6jHpyaJ-KI&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfL6MS9MBOEYTG8n2izTQTRo52nRZ7uqlqahoFnYZgpleg&oe=68229E19,https://scontent.ftun20-1.fna.fbcdn.net/v/t39.35426-6/491721323_647749588049445_456496233164012241_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Ub7rQQCyOWgQ7kNvwHM4orL&_nc_oc=AdkkmayP9AdBoMFHUM0Qdy1sIB6dZ57bSy4IjUsWIthvT7VtBp2EEQhL4xr8NK4zNJg&_nc_zt=14&_nc_ht=scontent.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfLhA0P5vNhLwNeyNlL1OS_9d2rtNTfCgdBxtqwa8q01qg&oe=68229591,https://video.ftun20-1.fna.fbcdn.net/v/t42.1790-2/491509693_632839889739704_7699882857835759245_n.mp4?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=ku-hIisAi60Q7kNvwEK0E4W&_nc_oc=AdmXmRsXoapuEfveYXzNzehDuCv0-F2zqGHTh5EF26YYOm8P0KKCf_M0PJxb6F7kmMk&_nc_zt=28&_nc_ht=video.ftun20-1.fna&_nc_gid=HY5xnfhf_7CjwTwAivj7Pg&oh=00_AfLGvgvD9e998BSMATPaSEb1-NugpYrB6VZysuuei4U6kA&oe=68227503,,,2025-04-16 07:00:00,2025-05-05 07:00:00,"💯 Sharp Looks, Unmatched Comfort","Elevate your style with MyEngyne Polo T-shirts —
comfort, breathability, and timeless design in one.
🛒 Shop Now. Level up your look.",4,https://www.myengyne.com/collections/polo-t-shirt,Shop now,SHOP_NOW,19
wrogn.com,https://video-atl3-2.xx.fbcdn.net/v/t42.1790-2/491466030_1351600032561353_4860350309265997966_n.?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=OZPr-81CaagQ7kNvwGK3Q0G&_nc_oc=AdnqWLVBATLy7h-mgtrB8INMw56Xjg02IfvSvzxxros5cNTjH7Y2sSM7Kpy-iz-1t4U&_nc_zt=28&_nc_ht=video-atl3-2.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfJzvDmJ-UpJEdNKS50rLcU3eJ4LQOFYMVsxBUCzXX44Pg&oe=682288A9,https://scontent-atl3-2.xx.fbcdn.net/v/t39.35426-6/490747487_978637987791216_4782034313354276779_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=V_quLwnwBKUQ7kNvwHHY9Kf&_nc_oc=Adm_7T2gdS5fqRqUqE_UM6KFMRh8Hn8Y3nqbfHtJ2uS3Ku4LMLyapTjYxBmS_pZO8ZM&_nc_zt=14&_nc_ht=scontent-atl3-2.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfKkrfquEAUew2lS_rQU3l-HRWI2DWPUDq8UGMNRTDowew&oe=682287AE,https://video-atl3-2.xx.fbcdn.net/v/t42.1790-2/491524750_1351600035894686_4526699576981916224_n.?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=mKr7-W9X37wQ7kNvwGPinWb&_nc_oc=AdkGjob_UPHUjZ8JCQ4xt7cfgbFaTCaP-78c0AV3C84j0fiVSdgtydphjLeUeNZY1lU&_nc_zt=28&_nc_ht=video-atl3-2.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfJAUXAI-shr9hVyJWTLQM12TOJujPhp0rmbCHIn_EXM-w&oe=68227A65,,,2025-04-15 07:00:00,2025-05-08 07:00:00,,"Texture, tone, and tailoring done right. 

#StayWrogn 
.
.
.
.
.
#poloshirts #poloneck #summeroutfits #minimaloutfits #oldmoneyfashion #menswear",33,https://wrogn.com/collections/polos,Shop now,SHOP_NOW,23
themanan.in,https://video-atl3-2.xx.fbcdn.net/v/t42.1790-2/491574639_1312469940051174_9210993869732180427_n.?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=_NrkE2oTNioQ7kNvwFL5zfe&_nc_oc=AdlYuhJVtw_-IeFmUETYbsHrX6lEV0B-V32JGNyJo4luf_TMFo-QibO-kNcGo77VDBE&_nc_zt=28&_nc_ht=video-atl3-2.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfKJ4KMgb9Co5HisvmXAHumVH8Yfq_IaEpxNj1d11iue2A&oe=682288A2,https://scontent-atl3-1.xx.fbcdn.net/v/t39.35426-6/490580913_582087138225117_8714473527093140093_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=U3SNiY44DrgQ7kNvwFek0No&_nc_oc=AdlhM0y4UwomOBMXfeMbjp5wE_vfuR9Rf7O7b8Me9i9x4a2MVaxGZIGJaJWHc61S7_4&_nc_zt=14&_nc_ht=scontent-atl3-1.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfJKS_mraa9AbOATxLYzLpb28FS-Ncl8TB2RBzq34N0URA&oe=6822853A,https://video-atl3-1.xx.fbcdn.net/v/t42.1790-2/490253940_4039644369626768_7872648043292506693_n.mp4?_nc_cat=110&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=Pe8ziBHJPv0Q7kNvwHIkCBh&_nc_oc=Adm5jjnkArndu7-fPBB45Bi7s5oZ8noYvfTxwhxtCoJiFPJcaFjtP7uyBXDHvavKMbg&_nc_zt=28&_nc_ht=video-atl3-1.xx&_nc_gid=SVo7dqig0sI5Vc7PtMwPlg&oh=00_AfL23_1HYM2fCjg8WcsYDvJnXf6HqQkQK5Yq8_L_CTQ_rw&oe=6822AB2F,,,2025-04-13 07:00:00,2025-05-07 07:00:00,Polo T-shirts for Doctors,"Order here: 👉 https://themanan.in/pp 👈
📢 Attention, doctors! 👩‍⚕️👨‍⚕️ Upgrade your style with our exclusive personalized polo t-shirts made just for you.🩺 From surgeons to physios, dentists to dermatologists, homeopaths to veterinarians, we’ve got every specialty covered.⚡",5609,https://themanan.in/collections/funny-definitions?utm_source=Meta+Ads&utm_medium={{adset.name}}&utm_campaign={{campaign.name}}&utm_content=PersPolo+13+Apr+2025,Shop now,SHOP_NOW,24
www.zodiaconline.com,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/488360436_1140491611169602_6663044659784085682_n.?_nc_cat=102&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=BmIWgmXJjQwQ7kNvwHFwmt5&_nc_oc=AdlAKxI1kqaGPb_JvTccWte6GB3tTjZZS6mTwjg9FGSFzslMAxBGvidNa0l3fZtQkxE&_nc_zt=28&_nc_ht=video-lga3-1.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfIa5_aMQ9rQPA4HKea8Kgf_DWCl2N6jB17DnyBcy3jNoQ&oe=68229237,https://scontent-lga3-1.xx.fbcdn.net/v/t39.35426-6/489360433_674269528388493_15613878741799414_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=QE-7HoTH4ZoQ7kNvwG_IO8d&_nc_oc=Adl7fAx3mzaXuCATrzZdF3bQvD2GD8WLevrQ1Iqw28T0jEbuugfYhYxvzot-FmGNgyA&_nc_zt=14&_nc_ht=scontent-lga3-1.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfIZA0D5njlfE_muO9OtSJJz3cs_j9U50oUUQQ5ANTUhFA&oe=68228AE2,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/489609532_1853705375033976_2002374675777056305_n.mp4?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=BzRB_vSJW9YQ7kNvwFzyhFo&_nc_oc=AdkrIy5NxhvbGBnbHzu23izoewL86dLf5Q5F37D-234qRxQg0DUuE8aSFD_9MDooL6g&_nc_zt=28&_nc_ht=video-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfJ_anhij5kixFPDz3OSjPh9P6A9NSur0G-QDUcPVPbnjA&oe=682279BF,,,2025-04-10 07:00:00,2025-05-08 07:00:00,Super Soft Handfeel,Presenting Super Soft Polo T-Shirts Inspired By The Colours Of Summer On The Amalfi Coast.,175674,https://www.zodiaconline.com/z3-polo-garment-dyed-sky-solid-tailored-fit-casual-cotton-t-shirt-13644-17715-co.html,Shop now,SHOP_NOW,28
www.zodiaconline.com,https://video-lga3-1.xx.fbcdn.net/v/t42.1790-2/488804295_1324534112167608_1016541737981410647_n.?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=v35N_QpfMjkQ7kNvwF8_Yd0&_nc_oc=AdlLQLYrWv8cgANs5UPpC2mEb28pJdVZfxfioPnzA_r3SHLUcYvQUk3phQlituLSWRk&_nc_zt=28&_nc_ht=video-lga3-1.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfL6bJDawVDFToWXUCV3U9vX7iCIlub06aHS17KEtICJiA&oe=68228AF9,https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/490512301_600412369683643_6257286114450992159_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=COjtInoyWbkQ7kNvwF_myXe&_nc_oc=Adnltu9bqwYmJTf7N3YM3ZgjpkD3wHMWG2VZfMCd7IRmTH7uq9HXWnO8GJu43fVEA7I&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfKrASB2g8k6djt8PSY4o5X0q2qGwHAykq1IuHBY0UCeww&oe=68228822,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/488161928_1044158557558574_1348773032599876470_n.mp4?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=8_VCDDS1KMUQ7kNvwHEU5BJ&_nc_oc=AdnE7guJBcvwCekYFEHzo1wNT-X5fQXOXNC0WhgJSUgrghg0fDPblvveYx0vrYSaOFI&_nc_zt=28&_nc_ht=video-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfLPwa76QKumbSXN_dp8iACqaKilxCFNPxadpOlRZlWo8w&oe=68227B77,,,2025-04-10 07:00:00,2025-05-07 07:00:00,Super Soft Handfeel,Presenting Super Soft Polo T-Shirts Inspired By The Colours Of Summer On The Amalfi Coast.,175674,https://www.zodiaconline.com/z3-polo-garment-dyed-sea-green-solid-tailored-fit-casual-cotton-t-shirt-13645-17720-co.html,Shop now,SHOP_NOW,27
sensesindia.in,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/479497594_1326670001815921_1739624684672796398_n.?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=2XeEQq2UwS4Q7kNvwFzRsfu&_nc_oc=AdmbUC7E3YPPXTd_e5Lzzv9CWeSCSYKaOeVd5OJJbW7vST1hRkMP-B12tQRSZc72B_Y&_nc_zt=28&_nc_ht=video-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfI7lhZ1ZO6sPKqp0aWfnw6u9TWEEBYHJ0ZMhODMSLGX-Q&oe=68229939,https://scontent-lga3-2.xx.fbcdn.net/v/t39.35426-6/480295299_1774111563537620_879337767212550281_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=5mFCXLk9xUkQ7kNvwGLRmHG&_nc_oc=Adnt_1Bd7G6r6juNHUpEHpUO-5194176m3AEjY6XhnEJoiZIXdnbeKtuSTEfKHfFXiA&_nc_zt=14&_nc_ht=scontent-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfJ7L5-TSWNaqqGw1tXDQUkMLr0z4CGPylFtZlewppgI5A&oe=68227B8D,https://video-lga3-2.xx.fbcdn.net/v/t42.1790-2/469992670_3576823839117429_7213112879321112027_n.mp4?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=GcrVV5bGSo8Q7kNvwHwBssY&_nc_oc=AdnN35ELourTZxUzhS_iwkP3PMGT3dreHmIZEsEHpVVw-38nI6jvFSeZ4qzxJcNi7_w&_nc_zt=28&_nc_ht=video-lga3-2.xx&_nc_gid=4Ut0pJ0I55llcYVMOXAMRQ&oh=00_AfJP7kc5Wyop7XRCEYhvPPbMY3WnIgiPjrDkX-1ECDP8kQ&oe=682288D4,,,2025-04-08 07:00:00,2025-05-08 07:00:00,⭐️ Get 10% OFF | Code: GET10,"Struggling to find the perfect wardrobe essentials that look sharp, feel great, and fit every occasion? 😩

Don’t settle for clothes that compromise on quality, style, or comfort. 🚫👕

Explore Senses India's exclusive collection of Polos, Shirts, and Tees 👔✨—crafted with precision and premium fabrics for a fit and feel that redefines everyday fashion. 💯

🔥 Get 10% OFF on your first order with code NEW10.

Shop Now 👉🏼 www.sensesindia.in",595,https://sensesindia.in/collections/polo?filter.v.price.gte=0&filter.v.price.lte=2%2C499&filter.v.availability=1&sort_by=best-selling,Shop now,SHOP_NOW,30
sensesindia.in,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/482126238_1328326081617017_5550045337879315932_n.?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=qatFjV1F-8QQ7kNvwEkUmHI&_nc_oc=AdkuY1kNt-WMOyW-oTknUYxqvFi-a6RUG5XuVkeMxo7RMt8AYfkjUG_RjrMhnn8rKSY&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfIEI9yAD4MVuJssZ-9FMu954s-IyvLtn-frX3u1vmZInw&oe=68227E0D,https://scontent-man2-1.xx.fbcdn.net/v/t39.35426-6/481078513_1383842075934943_3073092852318062034_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=BeXmPDEEN6gQ7kNvwFSopux&_nc_oc=AdlpN1mBmFwHYLFCd0L9hH6SJ4Fq7LdOgZNP-VgRpCuu7xsMxNd3JTUMf5V1f1ZsrwA&_nc_zt=14&_nc_ht=scontent-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfIEyiEeHpdtI8cdE1LDIdLE9WTeqXPbjkTs562hact56A&oe=6822978E,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/477278978_1323061945503893_1160459199612107158_n.mp4?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=N-hJGMoEtbQQ7kNvwEgHMLr&_nc_oc=Adl88vEsIMkhU6_4yFsWO2xBAvTxQm0gPwwKa3yNlYskrWc-Ifbf_qLln66y_6Mu_Hs&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfLyFpYaiLVOcyi5X2FVAIVpYkXDO_UygZJNSj9rQZUTsA&oe=6822A167,,,2025-04-08 07:00:00,2025-05-08 07:00:00,,"From the polo fields to the boardrooms, the Polo T-shirt has always been a symbol of class. And when it comes to mastering this icon, @senses.india does it best! ✨
With premium fabrics, impeccable fits, and timeless style—this is the Polo Redefined.

Which fabric would you pick? 🧐 Let me know in the comments!

#LevelUpYourStyle #SensesPolo #PoloTShirt #LuxuryWear #MensStyle #SmartCasual #DadBodFriendly #TimelessFashion #MensWardrobe #PremiumBasics #PoloPerfection

[Polo T-shirt, classic menswear, premium fabrics, luxury polos, men’s fashion, entrepreneur style, smart casual wear, versatile fashion, wardrobe essentials, stylish comfort.]",0,https://sensesindia.in/collections/polos,Shop now,SHOP_NOW,30
www.vellure.in,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/471982533_949731117115339_4971662265081199737_n.?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=VaqSXg7Gj8AQ7kNvwFhGv1P&_nc_oc=AdlXc8YuAFA2ykB8hzzBFQXSjxpvWk73OEiKekx1AHRXuWTdiev6OVaDU72O0RXFLO4&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfJI_zlq_oBC0pqcPEjHk6fL-pKrJeCIoMq_YWu0Mv6vuw&oe=68229640,https://scontent-man2-1.xx.fbcdn.net/v/t39.35426-6/472669703_1706777679883732_7512889891534601387_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=LlJl2wtQYvEQ7kNvwGICbgf&_nc_oc=AdnKtUnpgtX3e5TuSzGt5U5olkcvfpmeO1D4e92HOXX6xJD9NhtBzdbiDzhB4ZsRomU&_nc_zt=14&_nc_ht=scontent-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfJ2jBtSKhkg3Bx6pQaw5FekAJnOY0MIWm-YOxSubJ1iUA&oe=682298C5,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/472073433_1273772913916667_3032002517412988037_n.mp4?_nc_cat=107&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=HZ4wXNnKTmcQ7kNvwGVit57&_nc_oc=AdkgUdq1Y86MWRtp_fT_-8wt9dE7I57xuxlUl97ljKS1CK-nS35rj4BY-l5qkpRVlpA&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfITgViAaLF5yGoUyzC_K1hjkjphKWv3FcmWemF1X8KUCg&oe=68227E0D,,,2025-04-05 07:00:00,2025-05-07 07:00:00,,"No, no, no… listen up! These Johnny Knit Polos are too good to miss. 

Tell us—are you team Black or team Blue?

#unboxing #poloshirt #classicpolo #casual-wear#everydaywear #mensfashion 

[unboxing, polo, polo shirts, linen shirts, menswear, casual wear]",166,https://www.vellure.in/collections/old-money-knits,Shop now,SHOP_NOW,32
play.google.com,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/488189422_1048808640478301_5791099001014364804_n.?_nc_cat=109&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=KpccjLI83NMQ7kNvwH0pbNj&_nc_oc=AdlCZN0Xzq4otq1YLPrm-HIetfE53ZE4RXtrU_lx0uhoddl_eTDbCy3IGIJEtZoT9kQ&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfK8klKtQZa1FjGmZKMSscVWoYktH2FOsV6xNtDuoWrJHQ&oe=6822AA87,https://scontent-man2-1.xx.fbcdn.net/v/t39.35426-6/488601690_9333456626775633_6909081476020946100_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=U3ggfTK4aY4Q7kNvwFlTiLf&_nc_oc=Adnaa8K01VP_lB-a_jnqlfwDp8LXLfjl3bZrzXPtXJKaU5aYvC8BbT66QQCHBiPHxJU&_nc_zt=14&_nc_ht=scontent-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfIrMHQEX8EWqD5qrDd-gKwQU7VtGuh95gEnYEk5flGrNA&oe=6822A0F3,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/476086806_936462511966299_7470269289779916748_n.mp4?_nc_cat=103&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=HeUfWBvPNA8Q7kNvwESAkR3&_nc_oc=AdnDbHTPHzuVqT2Ebe6qS_KQy8J_o_F7XPG6C_N3mSpU_COCm11KfUgvvatzf_EwJUI&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfLKrhWNywEH7u2mvLc_R-h4Q5fn6wmFiGfH7kpT28kj2w&oe=68227A02,,,2025-04-04 07:00:00,2025-05-08 07:00:00,,"Comment "" Link "" for instant Dms 

.

.

.

.

Premium quality #tshirts
#Shirts #shoes #sweatshirt
#sneakers
#pants
#trousers
#men
#mensstyle
.

#meesho #meeshofinds #hoodies #sweatshirt #sweater #winter #trending #meeshohaul #meeshofashion #meeshoshopping #meeshoproducts #polotshirt #polo #tshirt #explore #shopping #oldmoneyaestheticoutfits #oldmoney #oldmoneystyle #oldmoneyfashion",0,http://play.google.com/store/apps/details?id=com.meesho.supply,Shop now,SHOP_NOW,34
,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/488529498_1371144527215927_6373791092087205361_n.?_nc_cat=101&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=oTdzFNTfY9EQ7kNvwGnuQmY&_nc_oc=AdmlZwlxJGIbSy7n4EZXe3OorhChOc_h_2WUVTM26v0mReacW6PW0EpfBD1YRLpZt5Q&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfKaQSiCnO7hLlaHgoBB6SdkpgB5bsGItloDdIOj46j7dA&oe=6822920C,https://scontent-man2-1.xx.fbcdn.net/v/t39.35426-6/487886183_1031743585090905_2227487850582407824_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=35tGh2P7-AoQ7kNvwESBy2-&_nc_oc=Adnugy2NJESslH98lyO4W9gLh5y8CAf1MTZuv5n9WUChUZ_P5RssxHBsRjUkfU9ksSI&_nc_zt=14&_nc_ht=scontent-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfJPqMNd9VdTOImsdCyNNGc3dHhufrFrcHfX5IxpkwpQ3Q&oe=682291F0,https://video-man2-1.xx.fbcdn.net/v/t42.1790-2/453961396_892614462700144_1240596204361825170_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=c53f8f&_nc_ohc=XSpoj_aNAqAQ7kNvwHQlweC&_nc_oc=AdkWLygjgOdXKohkCHU0y_tzsNZEm4b9ZF2eOdg_6XNKgMrqKEfcs236BMEHUD0lHy0&_nc_zt=28&_nc_ht=video-man2-1.xx&_nc_gid=wveTzbaEsPTsVknmWof81A&oh=00_AfKHVdWONl8O3K-pN4sKsBTruAnooKGmQvP5_6RXLkZRDw&oe=6822A77D,,,2025-04-02 07:00:00,2025-05-07 07:00:00,5 કોલર ટી-શર્ટ @599/- 👕,"પેક ઓફ 5 કોલર ટી-શર્ટ પોકેટ સાથે @599/- માત્ર! 👕💼 મિસ ન કરશો, આજે જ ખરીદી કરો! 🛒✨",5641,,Call now,CALL_NOW,35
